"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2007-09-21",37.4,144.15,67.23,59.28,102.59,47.51,78.16,49.69,34.6,41.25,NA,34.47,58.69,50.53,116.78,25.87,65.12,47.13,56.55,54.8,91.68,68.54,51.82,28.65,24.59,69.39,79.43,44.38,44.23,92.31,13820.2
"2007-09-24",37.01,148.28,66.76,58.39,103.05,46.59,77.72,49.61,34.32,40.85,NA,33.88,58.01,50.24,116.25,25.98,65.2,46.34,56.7,54.96,91.81,68.44,51.68,29.08,24.42,69.8,78.69,44.12,43.97,91.73,13759
"2007-09-25",37,153.18,67.08,58.83,104.93,46.31,76.37,49.41,34.07,41.1,NA,33.08,59.09,50.98,116.51,25.89,64.97,46.1,57.02,54.15,91.91,68.24,52.28,29.56,24.24,69.85,79.93,44.07,43.16,91.96,13778.7
"2007-09-26",38.47,152.77,67.53,59.01,104.45,46.55,76.66,49.86,34.52,41.27,NA,32.99,59.3,50.62,117.3,25.91,65.39,46.13,57.35,54.8,92.54,68.6,52.6,29.5,24.58,70.51,80.2,44.48,43.3,92.37,13878.2
"2007-09-27",39,154.5,67.47,59.57,105.46,46.88,77.47,50,34.21,41.39,NA,32.76,59.2,50.27,117.71,25.76,65.54,46.21,57.33,54.56,93.39,69.48,52.3,29.49,24.75,70.1,80.69,44.68,43.61,92.97,13912.9
"2007-09-28",39.12,153.47,67.65,59.37,104.99,46.67,78.43,49.56,34.39,41.4,NA,32.44,59.47,49.79,117.8,25.86,65.7,45.82,57.47,54.47,93.58,69.53,51.69,29.46,24.43,70.34,80.48,44.28,43.65,92.56,13895.6
"2007-10-01",39.15,156.34,68.59,60.63,106.65,47.72,79.56,50.22,34.65,42.02,NA,33.16,60.76,50.98,119.03,26.37,66.14,46.81,57.9,56.01,94.74,69.77,52.43,29.77,24.85,70.91,82.07,45.4,44.47,93.95,14087.5
"2007-10-02",38.85,158.45,68.95,60.62,105.93,47.86,79.64,50,34.77,42.12,NA,33.36,59.75,51.04,118.36,26.38,66.05,47.16,57.92,55.95,93.89,69.95,51.62,29.7,24.94,70.73,80.62,45.34,44.87,92.24,14047.3
"2007-10-03",37.64,157.92,68.91,59.86,104.72,47.89,78.56,49.38,34.72,41.55,NA,33.87,59.91,50.36,116.4,25.81,66.1,47,57.57,56.11,94.19,69.88,52.15,29.45,25.08,70.41,79.67,45.24,45.13,91.33,13968
"2007-10-04",37.66,156.24,68.92,59.76,104.5,47.63,78.64,49.63,34.9,41.7,NA,33.74,59.59,50.47,115.69,25.6,66.11,47.25,57.87,56.04,94.25,69.69,52.86,29.71,25.3,70.83,80.09,45.42,45,90.92,13974.3
"2007-10-05",38.79,161.45,69.39,61.1,102.25,48.3,80.33,49.55,35.47,41.77,NA,34.22,59.82,50.9,116.3,25.54,66.25,47.58,58.07,56.37,95.85,69.56,53.51,29.84,25.58,70.83,80.84,45.22,45.37,91.36,14066
"2007-10-08",38.3,167.91,69.37,60.69,101.07,47.8,81.34,49,35.27,41.53,NA,33.93,60.59,52.03,117.77,25.66,66.02,47.44,57.8,56.87,95.41,69.28,53.15,29.84,25.45,70.71,80.36,44.96,45.27,90.68,14043.7
"2007-10-09",39.72,167.86,70.11,62.52,101.45,47.62,82.51,49.48,35.45,42.02,NA,33.8,61.24,52.46,118.3,25.84,66.25,47.57,57.88,57.38,95.62,69.93,53.63,30.1,25.54,71.08,81.2,45.62,45.21,92.67,14164.5
"2007-10-10",38.73,166.79,68.53,61.89,98.68,47.14,81.16,49.01,35.28,41.81,NA,33.65,60.71,52.25,118.62,25.88,65.83,46.91,57.87,57.03,95.82,70,53.23,30.23,25.54,71.4,80.5,45.63,45.59,93.13,14078.7
"2007-10-11",38.08,162.23,68.13,62.45,96.26,48.32,79.44,48.8,35.01,41.6,NA,33.43,60.88,51.61,118.05,25.43,65.95,46.66,57.19,56.25,94.36,69.95,53.04,29.91,25.45,71.77,79.25,45.68,46.9,92.66,14015.1
"2007-10-12",38.13,167.25,68.09,63.23,96.69,47.87,80.3,49.06,35.47,41.03,NA,33.44,61.71,51.55,117.81,25.55,65.94,46.82,57.8,57.02,94.17,70.06,53.51,30.17,25.26,71.7,80.32,45.53,47.06,93.48,14093.1
"2007-10-15",38.21,166.98,66.79,61.8,94.83,46.24,78.84,49.37,35.14,40.82,NA,33.01,61.37,51.24,118.03,25.75,65.65,46.27,57.64,56.19,94.39,70.37,53.29,30.04,25,71,79.87,44.63,46.45,94.82,13984.8
"2007-10-16",37.29,169.58,66.24,60.23,95.94,44.79,77.75,48.59,35.01,40.77,NA,32.51,61.16,51.51,119.6,25.48,65.07,45.11,57.76,56.81,93.98,70.74,53.03,30.32,24.63,70.82,79.65,44.93,45.86,94.74,13912.9
"2007-10-17",37.97,172.75,65.8,60.08,95.59,44.66,77.13,48.31,35.38,41,NA,31.78,60.7,52.54,115.78,26.72,64.85,46.37,59.09,56.96,94.26,70.98,53.42,31.08,24.55,70.59,76.8,45.26,45.99,94.8,13892.5
"2007-10-18",38.38,173.5,64.88,58.66,96.94,43.83,77.66,48.15,34.78,40.79,NA,31.68,60.69,52.87,114.8,26.97,64.9,45.9,59.36,56.79,94.73,70.89,53.39,31.16,24.54,70.9,77.43,44.97,45.89,95.05,13889
"2007-10-19",37.44,170.42,63.27,57.11,93.9,42.36,73.57,46.87,33.81,40.04,NA,30.76,58.32,51.4,112.28,26.3,64.23,45.02,58.76,56.42,86.62,70.5,53.11,30.17,24.07,70.8,76,44.27,44.98,92.14,13522
"2007-10-22",37.73,174.36,63.54,56.87,94.93,42.61,73.5,46.57,34.68,40.17,NA,30.88,58.14,51.29,113.37,26.64,64.34,45.37,59.25,56.02,86.28,71.47,54.64,30.51,24.02,71.06,75.8,44.33,45.25,90.91,13567
"2007-10-23",38.26,186.16,64.27,58.66,94.95,42.44,74.42,46.81,34.89,40.48,NA,30.92,58.7,51.86,114.68,26.8,64.55,45.94,59.75,56.97,85.93,72.09,56.36,30.9,24.05,71.26,76.02,44.81,43.93,91.35,13676.2
"2007-10-24",38.2,185.93,63.84,58.94,94.26,41.82,75.79,47.54,35.06,40.23,NA,30.88,58.72,51.6,112.95,26.01,64.44,46.27,60.18,57.15,86.1,72.36,56.2,31.25,23.98,71.38,76.49,44.42,43.87,92.13,13675.2
"2007-10-25",38.39,182.78,61.79,59.76,96,41.23,74.67,48.34,34.45,40.16,NA,30.7,59.13,51.39,112.81,25.89,63.95,46.05,61.3,58.07,86.09,72.26,57.06,31.99,24.29,71.35,75.72,44.91,43.88,91.57,13671.9
"2007-10-26",39.35,184.7,62.15,60.67,96.02,42.63,75.04,48.37,34.38,40.38,NA,31.35,59.44,52.47,113.73,25.94,64.3,47.32,61.57,58.47,86.13,72.97,57.58,35.03,24.31,71.75,75.44,45.6,44.64,92.21,13806.7
"2007-10-29",40.43,185.09,63.2,60.51,96.99,42.69,73.9,49.01,34.68,40.56,NA,31.4,59.71,51.77,114.8,26.26,64.98,46.67,61.84,59.18,85.97,72.97,57.77,34.57,24.51,71.83,75.78,45.99,45.01,93.61,13870.2
"2007-10-30",39.37,187,62.81,60.3,97.33,42.11,73.46,48.23,34.29,40.48,NA,31.46,59.91,51.59,114.12,26.27,64.82,46.56,61.73,59.18,85.79,72.76,57.86,35.57,24.45,68.95,75.82,45.36,45.37,91.14,13792.5
"2007-10-31",39.59,189.95,63.12,60.95,98.59,41.9,74.61,49.51,34.63,41.16,NA,31.51,60.41,51.68,116.12,26.9,65.17,47,61.76,59.75,86.36,72.93,58.26,36.81,24.61,69.52,76.59,46.07,45.21,91.99,13930
"2007-11-01",37.9,187.44,59.29,58.39,96.6,38.51,73.31,47.94,33.8,40.34,NA,30.69,59.04,51.5,113.65,26.5,64.66,44.32,60.9,59,83.9,71.88,57.36,37.06,23.95,68.59,74.72,44.74,44.03,88.5,13567.9
"2007-11-02",38.56,187.87,59.12,58.42,97.76,37.73,74.76,47.96,33.92,40.33,NA,30.4,59.35,52.4,114.59,26.8,64.78,43.15,60.51,59.02,84.89,72.11,56.04,37.06,23.67,69.55,75.65,44.38,44.19,87.93,13595.1
"2007-11-05",37.9,186.18,59.53,58.17,97.97,35.9,73.5,47.69,33.88,40.2,NA,29.8,59.91,52.54,113.4,26.84,64.49,42.77,60.34,59.67,85.05,72.36,55.93,36.73,23.67,70.18,76.11,43.82,44.03,87.66,13543.4
"2007-11-06",38.57,191.79,62.05,58.57,97.7,35.08,74.92,48.38,34.08,40.18,NA,30.06,60.99,53.41,113.17,27.49,64.61,44.11,61.01,59.74,85.45,72.94,55.99,36.41,23.93,70.47,76.62,43.74,44.29,90.38,13660.9
"2007-11-07",37.4,186.3,57.9,55.37,96.89,33.41,73.6,47.15,33.5,39.08,NA,29.34,59.04,51.84,111.08,26.9,63.91,42.24,59.96,58.38,83.27,71.98,54.2,35.52,23.32,69.42,74.46,43.1,43.93,87.2,13300
"2007-11-08",37.66,175.47,56,56.1,96.28,32.9,72.43,47.54,33.63,39.02,NA,29.09,59.29,49.94,106.11,25.93,64.59,42.61,61.47,59.37,82.83,72.72,54.77,34.74,23.11,70.84,74.7,42.73,43.62,89.42,13266.3
"2007-11-09",37.09,165.37,57.06,56.49,94.21,33.1,70.41,46.79,32.74,38.38,NA,28.05,57.76,48.39,100.25,25.15,65.16,42.31,60.83,58.31,79.51,72.71,55.9,33.73,22.83,70.42,73.51,42.77,42.9,86.85,13042.7
"2007-11-12",35.87,153.76,56.78,56.09,92.86,33.57,69.6,46.81,32.02,38.25,NA,28.46,57.13,47.54,101.45,25.37,66.31,42.39,59.86,58.54,79.22,72.47,55.99,33.38,23.02,70.77,73.93,42.8,43.32,84.54,12987.5
"2007-11-13",36.63,169.96,59.18,59.16,93.7,35.9,71.07,46.1,33.01,39.21,NA,29.12,58.14,49.5,105.27,26.14,67.31,45.05,61.04,57.1,81.23,72.85,57.49,34.46,23.55,71.57,75.33,43.58,45.97,86.88,13307.1
"2007-11-14",36.86,166.11,59.43,59.1,92.79,36.04,70.03,45.91,31.86,39.01,NA,29.03,58.52,49.07,103.44,25.85,66.89,45.15,61.36,56.7,80.21,72.22,57.3,33.93,23.61,71.54,74.92,43.52,46.51,86.31,13231
"2007-11-15",36.33,164.3,56.95,58.24,91.34,34.58,69.73,45.37,32.4,38.31,NA,28.98,57.16,48.9,103.6,25.53,66.88,43.53,61.95,57.18,79.65,72.27,57.92,33.76,23.29,71.83,73.95,43.04,46.2,84.49,13110
"2007-11-16",36.31,166.39,56.44,58.67,89.99,34,69.44,45.31,32.53,38.65,NA,29.07,55.88,50.75,104.79,25.51,67.75,43.09,62.62,58.13,81.57,73.18,58.38,34.09,23.39,73.19,74.3,43.69,46.34,85.1,13176.8
"2007-11-19",35.07,163.95,55.35,57.37,88.27,32,68.2,44.83,31.25,38.16,NA,28.19,54.76,49.44,102.22,25.17,67.59,41.37,62.3,58.6,81.7,73.84,58.25,33.96,22.71,72.82,73.53,43.05,45.47,84.11,12958.4
"2007-11-20",35.38,168.85,54.44,57,87.86,31.4,68.28,45,31.55,38.04,NA,28.5,54.51,49.56,103.42,25.52,67.64,41.63,62.79,58.48,82.11,73.81,57.92,34.58,22.72,73.21,74.32,43.16,45.5,87.82,13010.1
"2007-11-21",35.17,168.46,51.33,54.34,87.41,30.73,67.94,44.35,31.5,37.17,NA,28.05,53.91,48.88,102.22,24.63,67.14,40.68,62.25,57.33,81.24,72.41,56.52,34.23,22.35,72.26,72.78,41.95,44.86,87.04,12799
"2007-11-23",35.15,171.54,53.03,55.63,89.54,31.7,68.63,44.69,31.84,37.67,NA,28.95,54.67,49.17,104.05,25.07,66.88,41.95,62.3,57.72,82.75,72.97,57.66,34.11,22.98,72.86,73.46,42.64,45.73,88.29,12980.9
"2007-11-26",34.88,172.54,52.56,53.54,89.93,30.7,67.83,43.94,31.24,36.73,NA,27.49,53.19,48.16,101.97,24.37,67.37,40.46,61.73,56.82,81,71.44,57.59,32.97,22.3,72.19,72.68,41.23,45.03,85.68,12743.4
"2007-11-27",35.04,174.81,54.49,55.62,91.73,30.32,68.82,44.59,31.72,37.45,NA,27.15,54.05,48.71,103.83,25.11,67.73,42.35,62.98,57.46,82.12,73.35,58.94,33.06,22.88,73.13,74,41.46,45.83,86.38,12958.4
"2007-11-28",36.21,180.22,57.72,57.41,93.61,32.29,71.19,46.04,32.69,38.46,NA,28.27,55.58,50.73,107.37,26.19,68.35,43.96,62.99,57.97,83.41,74.09,59.96,33.7,23.44,73.91,75.85,42.41,47.23,87.92,13289.5
"2007-11-29",36.55,184.29,57.33,56.89,93.21,32.29,71.72,46.09,32.81,38.14,NA,27.88,54.88,51.05,107.5,26.34,68.4,43.65,62.79,58.35,83.61,75.98,59.92,33.59,23.6,74.15,75.44,42.48,47.54,88.59,13311.7
"2007-11-30",36.37,182.22,58.13,58.98,92.54,33.3,71.9,46.15,33.15,38.29,NA,28.56,56.62,51.16,105.18,26.08,67.74,45.62,62.1,58.47,83.26,77.56,59.36,33.6,23.76,74,74.77,43.21,47.9,89.16,13371.7
"2007-12-03",35.49,178.86,56.9,58.6,91.79,33.06,72.06,46.86,33.04,36.93,NA,28.49,57.06,50.44,105.83,26.25,67.71,45.21,62.2,59.83,82.21,77.57,58.77,32.92,23.55,73.52,74.93,43.09,47.87,88.85,13314.6
"2007-12-04",35.25,179.81,55.65,57.11,89.99,32.55,72.01,46.5,32.75,36.25,NA,28.79,56.64,50.71,106.63,26.31,67.94,44.15,62.75,60.03,82.09,77.41,58.39,32.77,23.47,73.29,74.75,43.8,48.19,88.12,13248.7
"2007-12-05",35.61,185.5,58.15,57.93,90.7,33.69,72.71,46.7,32.75,36.71,NA,28.97,57.73,51.66,108.16,27.22,68.21,44.9,63.05,59.51,83.76,77.8,59.4,34.15,23.98,73.81,76.85,44.52,48.9,89.92,13445
"2007-12-06",35.86,189.95,61.35,59.53,91.78,34.35,74.35,47.25,32.72,37.26,NA,29.49,58.23,52.21,109.7,27.98,68.3,46.21,63.07,60.28,84.82,77.8,59.5,34.55,24.17,74.18,77.99,44.42,49.27,91.44,13619.9
"2007-12-07",36.91,194.3,61.45,56.96,93.16,34.31,74.2,47.19,32.79,37.23,NA,29.49,58.51,51.84,108.86,27.73,67.68,46.08,63.15,60.16,86.19,77.6,60.67,34.53,24.4,74.12,78.07,45.3,49.02,91.5,13625.6
"2007-12-10",37.85,194.21,61.51,57.58,92.64,34.77,76.58,47.69,32.35,37.41,NA,29.59,59.48,51.97,109.39,27.78,67.79,47.42,63.27,61.9,86.74,78.2,60.77,34.76,24.37,74.33,78.83,45.35,49.43,92.03,13727
"2007-12-11",36.13,188.54,59.25,54.56,88.7,33.23,73.72,45.89,31.76,37.03,NA,28.4,58.35,50.78,106.99,26.93,67.55,45.94,62.97,63.13,84.65,77.1,60.4,34.1,23.83,73.84,76.42,44.47,49.03,90.28,13432.8
"2007-12-12",36.88,190.86,58.21,54.08,86.92,31.47,73.82,45.85,32.28,37.25,NA,28.49,57.74,51.53,108.47,27.28,67.7,46.15,63.77,61.66,86.66,77.71,59.72,34.47,23.81,74.67,76.78,44.94,48.23,91.92,13473.9
"2007-12-13",36.33,191.83,57.05,53.84,88.55,31.01,74.22,46.22,32.76,37.58,NA,27.64,60.65,52.37,108.18,27.16,67.87,45.76,64.09,61.51,86.92,77.76,59.79,35.22,23.64,74.4,77.61,45.02,48.33,92.72,13518
"2007-12-14",35.19,190.39,55.65,52.29,88.42,30.7,73.39,44.73,33.01,36.91,NA,26.63,59.98,52.14,105.77,26.29,67.59,45.2,63.81,61.16,85.93,76.82,59.57,35.31,23.1,73.9,76.69,44.37,47.63,91.18,13339.8
"2007-12-17",33.9,184.4,55.01,52.18,87.4,30.77,71.16,43.64,32.99,36.48,NA,25.94,60.2,50.93,104.53,25.72,67.55,44.53,62.47,59.76,85.78,76.02,59.49,34.39,22.97,73.24,75.04,43.1,47.83,89.89,13167.2
"2007-12-18",34.4,182.98,56.7,51.78,87.17,30.38,71.05,43.18,33.02,36.8,NA,26.47,60.59,51.02,106.31,25.91,67.71,43.9,62.22,59.83,85.85,75.93,59.74,34.74,23.37,72.84,75.92,43.81,48.24,91.42,13232.5
"2007-12-19",34.49,183.12,56.89,51.91,86.62,30.21,70.84,42.58,32.26,36.57,NA,26.24,61.09,51.15,107.14,26.19,67.32,43.98,62.85,58.85,84.93,76.68,59.34,34.79,23.27,72.98,75.8,43.65,48.08,91.43,13207.3
"2007-12-20",35.39,187.21,56.74,51.03,87.19,29.89,71.51,44.19,32.33,36.52,NA,26.27,60.69,51.16,108.84,26.41,67.33,43.33,62.28,58.79,84.49,77.62,58.54,35.52,23.22,73.19,76.4,43.82,47.85,92.13,13245.6
"2007-12-21",36.35,193.91,58.33,51.95,89.07,30.24,72.73,45.35,32.94,37.14,NA,26.66,60.71,52.03,111.05,26.96,68.03,44.11,63.07,60.03,86.05,77.43,59.15,36.06,23.24,74.08,77.83,44.32,48.21,93.43,13450.7
"2007-12-24",37.01,198.8,59.98,53.24,90.02,30.98,72.7,45.23,33.24,37.53,NA,27.01,61.53,52.32,111.65,27.31,67.87,44.83,63.21,60.31,86.26,77.58,59.74,36.58,23.33,73.94,78.18,44.79,48.74,93.66,13549.3
"2007-12-26",37.41,198.95,59.52,52.9,90,30.45,73.69,45.07,32.82,37.55,NA,26.99,61.77,52.77,111.56,27.45,67.56,44.94,63.01,59.88,86.07,77.49,59.42,36.61,23.2,74.04,77.82,45.1,48.38,94.81,13551.7
"2007-12-27",36.99,198.57,58.01,51.1,88.88,29.56,72.73,44.4,32.43,37.19,NA,26.77,61.19,51.61,109.6,26.83,67.33,43.64,62.3,59.19,85.4,76.23,58.57,35.97,22.92,73.89,76.84,44.38,47.77,93.67,13359.6
"2007-12-28",36.86,199.83,57.94,50.84,88.25,29.29,73.16,44.3,32.42,37.34,NA,26.68,61.2,51.36,110.09,26.76,67.38,43.26,62.27,59.5,85.09,75.96,58.71,36.12,22.9,74.25,76.87,44.62,48.08,95,13365.9
"2007-12-31",36.55,198.08,58.3,52.02,87.46,29.44,72.56,44.09,32.28,37.07,NA,26.94,61.57,50.48,108.1,26.66,66.7,43.65,61.37,58.91,84.32,75.58,58.11,35.6,22.73,73.42,76.54,43.69,47.53,93.69,13264.8
"2008-01-02",36.13,194.84,56.3,51.04,86.62,28.92,70.63,43.74,31.84,36.76,NA,26.11,59.9,49.65,104.69,25.35,65.91,42.17,61.09,58.1,82.71,74.93,57.37,35.22,22.91,72.31,75.21,43.21,46.9,93.51,13044
"2008-01-03",36.19,194.93,56.45,50.41,86.98,28.93,70.38,44.08,31.77,36.8,NA,25.82,60.2,49.65,104.9,24.67,65.93,41.88,61.73,57.93,82.7,75.39,57.32,35.37,23.18,72.31,76.28,43.41,46.38,93.83,13056.7
"2008-01-04",34.87,180.05,55.3,49.14,85.82,28.24,68.53,43.38,31.13,36.04,NA,24.96,58.28,46.87,101.13,22.67,65.84,40.93,61.85,57.05,81.76,74.9,56.85,34.38,22.83,72.02,75.02,42.6,45.72,92.08,12800.2
"2008-01-07",33.11,177.64,56.3,49.36,82.87,28.26,68.73,43.28,31.16,36.18,NA,25.37,58.08,45.35,100.05,22.88,66.86,41.34,63.31,58.03,81.11,77.23,57.92,34.61,23.23,72.49,74.67,43.35,46.56,91.22,12827.5
"2008-01-08",31,171.25,55.55,47.95,79.91,27.14,67.15,42.75,30.54,35.4,NA,24.74,57.09,43.19,97.59,22.26,66.94,39.7,63.57,57.08,80.21,78.32,59.66,33.45,23.47,72.68,71.79,41.99,45.97,90.05,12589.1
"2008-01-09",31.25,179.4,56.48,49.08,80.3,27.49,67.23,44.78,30.16,35.8,NA,24.73,57.6,44.44,98.31,22.75,67.8,40.26,65.27,57.47,80.19,79.21,60.5,34.44,23.92,72.54,71.96,42.47,46.9,91.56,12735.3
"2008-01-10",31.44,178.02,57.81,48.92,82.36,28.11,67.41,45.28,30.67,35.92,NA,25.28,57.82,45.34,99.92,22.54,67.91,41.33,65.56,58.17,80.21,78.82,60.47,34.33,24.08,72.48,72.39,43.45,48.4,91.66,12853.1
"2008-01-11",31.73,172.69,57.68,44,80.52,28.56,66.01,44.66,30.32,35.17,NA,24.71,56.8,45,97.67,21.99,67.88,40.86,63.77,54.32,77.58,79.02,60.55,33.91,24.02,70.18,71.68,42.5,47.72,90.3,12606.3
"2008-01-14",32.9,178.78,59.32,44.5,81.67,29.06,67.27,46.02,30.35,35.46,NA,25.39,57.79,46.13,102.93,23.08,67.95,41.36,64.3,54.96,78.5,78.69,59.78,34.39,23.97,70.29,72.19,42.99,47.67,90.83,12778.2
"2008-01-15",31.19,169.04,57.86,42.77,77.86,26.94,65.4,45.12,29.85,34.53,NA,25.37,56.54,45.05,101.83,22.69,67.76,39.17,63.61,53.76,77.18,78.46,58.18,34,23.59,69.7,71.36,42.17,46.99,89.02,12501.1
"2008-01-16",30.63,159.64,57.91,44.24,79.87,26.24,64.27,44.3,29.83,34.56,NA,26.34,57.53,44.34,101.63,19.88,68.31,41.43,62.65,52.41,77.3,77.91,58.35,33.23,23.4,68.84,71.04,42.32,47.49,86.53,12466.2
"2008-01-17",28.79,160.89,54.27,42.67,79.52,24.96,62.47,42.8,28.77,33.21,NA,26.25,55.57,43,101.1,19.33,67.83,40.04,62.04,51.98,74.96,76.8,54.87,33.11,22.96,68.07,68.09,40.91,47.48,83.91,12159.2
"2008-01-18",29.1,161.36,52.05,43.61,78.4,24.45,62.81,42.7,28.51,34.31,NA,26.28,55.3,43.75,103.4,19,66.29,39.59,60.74,52.4,74.91,75.42,53.32,33.01,22.5,67.15,68.05,39.09,47.58,85.08,12099.3
"2008-01-22",28.79,155.64,52.41,43.34,77.6,24.4,63.82,42.54,28.12,34.05,NA,28.2,53.95,42.72,101.22,18.61,65.27,40.86,58.79,52.45,75.16,73.38,51.35,31.96,22.23,65.13,67.24,37.83,49.2,82.45,11971.2
"2008-01-23",29.19,139.07,54.81,46.21,76.57,26.36,65.08,45.36,28.52,34.59,NA,29.95,56.5,43.19,106.1,19.98,64.2,45.72,58.87,53.01,76.1,72.85,50.31,31.93,22.86,66.24,70.98,38.07,50.16,83.45,12270.2
"2008-01-24",30.81,135.6,55.04,47.11,77.62,27.33,65.25,45.45,29.23,34.65,NA,29.56,56.2,44.89,106.91,20.69,63.51,44.96,59.88,54,75.73,74.89,49.56,33.25,23.05,66.15,72.56,38.23,48.91,86,12378.6
"2008-01-25",30.69,130.01,53.22,45.44,77.03,26.64,65.93,44.72,28.68,34,NA,28.53,58.25,43.74,104.52,20,62.46,43.64,58.41,54.1,75.51,73.95,47.79,32.94,22.61,65.31,72.75,37.76,48.09,83.94,12207.2
"2008-01-28",31.47,130.01,54.75,47.4,77.6,27.65,68.21,44.84,29.37,34.72,NA,29.14,58.92,43.8,104.98,20.29,63.07,45.57,59.41,51.07,77.44,75.01,49.25,32.72,22.99,65.29,73.73,38.11,48.71,85.13,12383.9
"2008-01-29",32.66,131.54,56.73,47.8,80.96,27.91,68.99,45.15,28.8,34.76,NA,29.71,58.44,43.38,106.1,20.5,62.97,47.45,58.55,50.75,78.02,76.12,48.01,32.6,23.18,64.68,73.18,38.71,49.01,85.08,12480.3
"2008-01-30",32.7,132.18,54.37,47.34,82.87,27.88,68.44,44.56,29.41,34.94,NA,29.38,58.16,43.54,105.65,20.69,62.18,47.35,57.77,51.01,78.22,76.5,46.15,32.2,23.1,65.09,72.75,38.24,49.16,85.28,12442.8
"2008-01-31",33.09,135.36,54.97,49.13,83.18,28.17,70.99,45.18,29.84,35.36,NA,30.64,59.07,43.72,107.11,21.1,63.14,47.4,59,53.58,79.65,75.79,46.1,32.6,23.36,65.42,73.27,38.83,50.74,85.7,12650.4
"2008-02-01",34.28,133.75,55.73,49.6,82.76,29.69,71.76,45.95,30.66,36.16,NA,30.45,60.21,44.42,109.08,21.77,63.36,48.25,59.26,54.22,81.21,75.44,45.98,30.45,23.59,66.05,74.12,38.75,51.18,85.95,12743.2
"2008-02-04",34.08,131.65,55.43,47.66,82.9,29.22,70.95,45.64,30.9,35.37,NA,29.35,60.48,44.06,107.93,21.2,63.47,46.22,58.63,53.88,80.57,75.07,47.47,30.19,23.63,66.15,74.05,38.61,50.07,85.44,12635.2
"2008-02-05",32.67,129.36,52.93,45.7,81.69,27.05,67.52,44.61,30.07,34.21,NA,27.99,59.04,42.98,105.02,20.12,62.87,43.89,57.4,53.84,79.09,73.13,45.95,29.07,22.96,65.04,72.35,36.83,49.56,82.11,12265.1
"2008-02-06",32.41,122,52.1,45.87,79.91,26.92,67.98,44.74,31.5,34.2,NA,27.65,58.67,42.16,103.59,19.92,63.05,43.72,57.71,53.73,79.18,72.76,45.71,28.52,22.59,65.31,71.87,36.7,48.83,81.44,12200.1
"2008-02-07",32.78,121.24,51.65,46.45,79.75,26.7,68.32,45.18,31.72,34.23,NA,28.4,58.77,40.5,102.34,20.05,62.81,45.11,58.45,54.46,79.12,74.1,45.7,28.12,22.67,65.77,71.47,36.95,49.84,81.89,12247
"2008-02-08",33.76,125.48,50.68,44.98,79.33,26.03,68.01,45.44,32.12,33.84,NA,27.97,57.83,41.88,103.27,20.27,62.03,43.82,59.25,55.64,78.56,73.09,44.53,28.56,22.3,65.02,71.35,36.42,48.76,81.71,12182.1
"2008-02-11",34.06,129.45,44.74,44.63,81.13,25.81,69.42,45.93,31.93,34.01,NA,28.69,57.64,42.63,105.14,20.68,61.88,43.35,59.5,55.98,79.28,72.42,45.31,28.21,22.2,66,71.57,36.79,49.6,83.22,12240
"2008-02-12",33.49,124.86,46.14,45.08,83.56,26.21,70,47.12,32.03,34.37,NA,28.38,57.53,42.88,106.53,20.9,62.97,43.31,59.92,56.37,79.1,72.43,46.53,28.34,22.68,67.16,72.82,37.56,50.25,84.38,12373.4
"2008-02-13",35.51,129.4,45.52,46.85,85.48,26.34,71.65,46.66,32.78,34.98,NA,28.34,58.83,44.05,108.42,21.21,63.41,44.1,59.39,56.64,81.38,72.85,47.57,28.96,22.74,67,73.52,38.66,50.66,85.49,12552.2
"2008-02-14",35.36,127.46,45.5,45.69,85.22,25.74,70.44,46.22,32.32,34.39,NA,27.51,57.51,43.26,106.13,20.46,62.79,42.61,58.55,55.58,80.29,72.69,46.9,28.5,22.45,66.63,72.65,38.02,49.97,85.55,12377
"2008-02-15",35.72,124.63,46.11,45.11,85.18,25.48,69.95,45.49,32.49,34.37,NA,27.52,56.04,43.87,106.16,20.11,62.9,43.25,58.76,55.3,79.95,72.53,47.53,28.42,22.33,66.3,71.53,37.83,49.44,85.37,12348.2
"2008-02-19",36.2,122.18,47.03,44.55,85.37,25.32,70.4,46.22,32.19,34.28,NA,27.31,56.41,43.95,105,20.16,63.66,42.83,58.1,55.67,79.85,72.93,47.07,28.17,22.37,66.31,71.95,35.34,49.66,87.01,12337.2
"2008-02-20",36.83,123.82,47.9,45.3,84,25.49,71.25,46.46,32.58,34.36,NA,27.72,56.35,47.44,107.85,20.38,63.23,43.15,58.23,56.2,79.94,72.94,47.02,28.22,22.47,66.17,72.05,35.24,49.7,88.1,12427.2
"2008-02-21",36.3,121.54,47.59,44.68,82.01,25.05,70.79,45.56,32.27,33.69,NA,27.39,55.51,46.83,106.93,20.3,62.98,43.07,57.99,55.23,78.96,73.39,46.13,28.1,22.4,65.96,70.89,35.36,49.79,86.92,12284.3
